Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,VSpd(m/s),Rud,Ele,Thr,Ail,S1,S2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2023-12-03,15:11:19.990,-95,0,98,8,0,5,25,-86,100,10,-26.457284 15.699795,59.4,61.3,59,12,11.6,7.5,794,63,-0.27,0.18,1.23,AH,0.9,-1,-1,814,-1,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:20.490,-95,0,98,8,0,5,25,-85,100,11,-53.112873 -45.591661,59.4,61.3,59,12,11.6,4.6,804,65,-0.27,0.18,1.23,AH,0.9,-1,-3,814,161,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1571,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:20.990,-94,0,96,9,0,5,25,-87,100,9,62.870637 153.611232,59.4,61.3,59,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,0.9,-1,-4,814,71,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1526,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:21.490,-95,0,96,8,0,5,25,-85,100,8,-42.335604 -123.572296,59.4,61.3,59,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,0.9,-1,-1,813,149,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1565,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:21.990,-94,0,98,9,0,5,25,-85,100,9,-37.627919 147.059199,59.4,61.3,59,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,0.9,-1,-4,814,61,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1520,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:22.490,-95,0,94,8,0,5,25,-85,100,7,-30.300499 -141.801632,59.4,61.3,59,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,0.9,-1,-3,814,6,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:22.990,-94,0,97,9,0,5,25,-86,100,8,-8.838414 97.002728,59.4,61.3,59,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,-0.9,-1,-1,814,-8,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:23.490,-94,0,100,9,0,5,25,-84,100,10,47.892187 -162.556976,59.4,61.3,59,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,-0.9,-1,-6,814,-476,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1268,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:23.990,-95,0,97,8,0,5,25,-86,100,10,18.933465 -95.040835,59.4,61.3,59,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,-0.9,-1,-6,814,-537,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1237,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:24.490,-95,0,92,8,0,5,25,-85,100,10,52.902052 141.405853,62.6,66.5,58,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,-0.9,-1,-4,814,-536,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1237,1500,1907,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:24.990,-96,0,90,8,0,5,25,-87,100,6,12.555115 -88.297574,62.6,66.5,58,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,-0.9,-1,-4,814,-534,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1238,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:25.490,-93,0,98,8,0,5,25,-82,100,11,27.649251 -101.269378,62.6,66.5,58,12,11.6,4.6,804,65,0.02,-0.03,1.21,AH,-0.9,-1,-3,813,-515,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1248,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:25.990,-93,0,97,10,0,5,25,-83,100,10,24.435204 87.096185,62.6,66.5,58,12,11.7,3.8,810,66,0.02,-0.03,1.21,AH,-0.9,-1,-3,813,-498,221,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1257,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:26.490,-93,0,100,10,0,5,25,-84,100,10,-85.740514 16.683132,62.6,66.5,58,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,-0.9,-1,-1,813,-7,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:26.990,-95,0,100,8,0,5,25,-85,100,10,79.788186 -56.606387,62.6,66.5,58,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,-0.9,-1,0,814,-5,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:27.490,-96,0,97,8,0,5,25,-89,100,7,34.068030 -158.217966,62.6,66.5,58,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,-0.9,-1,0,814,-5,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:27.990,-99,0,96,6,0,5,25,-93,100,1,-23.976994 137.915457,62.6,66.5,58,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,-0.9,-1,0,813,-2,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:28.490,-100,0,94,1,0,5,25,-87,100,7,38.417502 -62.737640,62.6,66.5,58,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,0.3,-1,-1,813,-1,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:28.990,-97,0,93,6,0,5,25,-84,100,8,-60.782818 -175.492485,62.6,66.5,58,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,0.3,-1,0,813,-1,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:29.490,-93,0,98,9,0,5,25,-83,100,12,-72.671479 158.866757,62.6,66.5,58,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,0.3,-1,0,813,-2,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:29.990,-94,0,97,9,0,5,25,-81,100,12,-24.416384 103.830622,63.7,14.0,55,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,0.3,-1,-1,813,-1,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:30.490,-94,0,98,7,0,5,25,-90,100,6,86.971615 -70.186772,63.7,14.0,55,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,0.3,-1,-3,814,243,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1613,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:30.990,-98,0,93,5,0,5,25,-90,100,5,30.466209 -56.909699,63.7,14.0,55,12,11.7,3.8,810,66,0.01,-0.38,0.55,AH,0.3,-1,-1,814,209,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1596,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:31.490,-98,0,91,5,0,5,25,-94,100,1,-83.843329 -142.947196,63.7,14.0,55,12,11.6,4.7,816,65,0.01,-0.38,0.55,AH,0.3,-1,-1,814,-2,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1907,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:31.990,-97,0,95,6,0,5,25,-90,100,6,-18.122081 74.511338,63.7,14.0,55,12,11.6,4.7,816,65,0.01,-0.38,0.55,AH,0.3,-1,-1,814,150,221,571,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1566,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:32.490,-94,0,98,8,0,5,25,-88,100,7,-55.997697 -153.230501,63.7,14.0,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,0.3,-1,-1,813,147,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1564,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:32.990,-93,0,98,9,0,5,25,-88,100,6,-8.823240 2.607941,63.7,14.0,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,0.3,-2,-1,813,132,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1557,1500,1906,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:33.490,-94,0,99,8,0,5,25,-87,100,7,64.929422 -47.279424,63.7,14.0,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,0.3,-1,-1,814,119,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1550,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:33.990,-94,0,95,9,0,5,25,-82,100,12,-78.306858 140.376271,63.7,14.0,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,1.0,-1,1,814,167,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1574,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:34.490,-94,0,94,9,0,5,25,-84,100,8,-10.090460 163.632126,63.7,14.0,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,1.0,-1,1,813,184,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1583,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:34.990,-93,0,98,8,0,5,25,-82,100,12,-51.313741 3.628208,63.7,14.0,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,1.0,-1,-1,813,160,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1571,1500,1906,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:35.490,-94,0,96,9,0,5,25,-86,100,10,-36.285914 132.744664,58.0,-295.96,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,1.0,-1,-3,814,139,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1560,1500,1907,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:35.990,-94,0,98,8,0,5,25,-86,100,9,29.040835 -61.711186,58.0,-295.96,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,1.0,-1,-1,813,1,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:36.490,-92,0,99,9,0,5,25,-84,100,11,66.891714 -50.309892,58.0,-295.96,55,12,11.6,4.7,816,65,-0.11,0.16,0.03,AH,1.0,-1,-3,813,16,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:36.990,-92,0,99,9,0,5,25,-84,100,11,53.384990 101.357068,58.0,-295.96,55,12,11.6,5.4,824,64,-0.11,0.16,0.03,AH,1.0,-1,-1,813,102,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1541,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:37.490,-92,0,97,9,0,5,25,-83,100,11,-26.900275 -78.037829,58.0,-295.96,55,12,11.6,5.4,824,64,-0.11,0.16,0.03,AH,1.0,-2,-6,813,-391,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1311,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:37.990,-93,0,97,9,0,5,25,-84,100,11,37.966297 -80.167939,58.0,-295.96,55,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,1.0,-1,-1,813,-39,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1491,1500,1906,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:38.490,-94,0,98,7,0,5,25,-83,100,11,32.457916 109.242152,58.0,-295.96,55,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,1.0,-1,1,813,-71,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1474,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:38.990,-91,0,99,9,0,5,25,-81,100,11,14.289087 -6.260223,58.0,-295.96,55,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,1.0,-2,-3,813,-266,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1375,1500,1906,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:39.490,-90,0,99,11,0,5,25,-80,100,11,66.063579 128.009529,58.0,-295.96,55,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,0.0,-1,-1,813,-266,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1375,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:39.990,-88,0,96,12,0,5,25,-78,100,12,-26.094678 21.599056,58.0,-295.96,55,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,0.0,-1,-1,813,-232,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1392,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:40.490,-82,0,98,13,0,5,25,-72,100,13,-46.570987 -71.381472,58.0,-295.96,55,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,0.0,-1,-1,813,-235,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1391,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:40.990,-79,0,100,13,0,5,25,-70,100,14,-39.882900 -132.638226,54.3,-298.66,59,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,0.0,-1,0,813,-175,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1421,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:41.490,-78,0,98,12,0,5,25,-69,100,14,-1.444345 -143.884604,54.3,-298.66,59,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,0.0,-1,-1,813,-1,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:41.990,-77,0,97,13,0,5,25,-69,100,14,87.214212 -151.715209,54.3,-298.66,59,12,11.6,5.4,824,64,-0.05,0.01,-0.03,AH,0.0,-2,0,814,-2,221,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1907,1500,2012,988,988,1500,988,988,1610,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:42.490,-78,0,100,13,0,5,25,-70,100,14,46.927507 126.299315,54.3,-298.66,59,12,11.6,3.8,831,65,-0.05,0.01,-0.03,AH,0.0,-1,-45,814,-1,222,570,-1,-1,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1488,1907,1500,2012,988,988,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:42.990,-80,0,96,13,0,5,25,-71,100,14,-22.243336 22.497956,54.3,-298.66,59,12,11.6,3.8,831,65,-0.05,0.01,-0.03,AH,0.0,-1,-306,814,4,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1355,1907,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:43.490,-80,0,97,13,0,5,25,-72,100,13,-52.270905 -113.558297,54.3,-298.66,59,12,11.6,3.8,831,65,0.0,0.0,-0.46,AH,0.0,-1,-171,813,260,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1622,1423,1906,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:43.990,-80,0,97,12,0,5,25,-71,100,13,59.896624 104.941534,54.3,-298.66,59,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,0.0,-1,-53,814,-178,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1420,1484,1907,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:44.490,-80,0,98,13,0,5,25,-73,100,14,50.744286 155.612213,54.3,-298.66,59,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,0.0,-1,-3,813,-10,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:44.990,-82,0,99,12,0,5,25,-74,100,13,-83.188177 -155.669918,54.3,-298.66,59,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,6.4,-1,18,813,-4,222,571,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1906,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:45.490,-81,0,97,13,0,5,25,-74,100,13,-55.208444 141.807179,54.3,-298.66,59,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,6.4,-1,177,814,186,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1584,1580,1907,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:45.990,-82,0,98,12,0,5,25,-73,100,13,-52.928227 -26.666857,54.3,-298.66,59,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,6.4,-1,33,813,42,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1511,1506,1906,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:46.490,-84,0,99,12,0,5,25,-76,100,14,-21.117378 61.119258,54.3,-298.66,59,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,6.4,-1,4,814,0,222,571,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1500,1907,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:46.990,-87,0,98,12,0,5,25,-81,100,11,-64.791731 -1.169383,55.2,322.9,65,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,6.4,-1,4,814,-112,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1454,1500,1907,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:47.490,-90,0,100,10,0,5,25,-82,100,6,-64.912744 -87.185825,55.2,322.9,65,12,11.6,3.8,831,65,0.0,0.0,-0.46,AIR,6.4,-1,19,814,34,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1507,1500,1907,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:47.990,-94,0,99,7,0,5,25,-80,100,12,65.390135 -102.206008,55.2,322.9,65,12,11.3,13.3,847,54,0.0,0.0,-0.46,AIR,6.4,-1,47,1024,-2,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1500,1513,2012,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2023-12-03,15:11:48.490,-94,0,99,9,0,5,25,-85,100,8,49.486403 -141.060135,55.2,322.9,65,12,11.3,13.3,847,54,0.0,0.0,-0.46,AIR,6.4,-1,150,1024,165,222,570,-1,0,0,-1,-1,1,-1,-1,0x0000000000000000,1573,1566,2012,1500,2012,988,1500,1500,988,988,1611,988,988,1785,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
